"elevation","aspect","slope","horizontal_distance_to_hydrology","vertical_distance_to_hydrology","horizontal_distance_to_roadways","hillshade_9am","hillshade_noon","hillshade_3pm","horizontal_distance_to_fire_points","wilderness_area","soil_type","lodgepole_pine"
3121,4,18,564,23,1812,194,203,144,3386,"wilderness_area_3","soil_type_31","0"
3100,2,21,404,31,1365,186,196,143,3571,"wilderness_area_3","soil_type_24","0"
3394,161,9,309,51,1531,229,242,145,2922,"wilderness_area_1","soil_type_38","0"
3321,125,21,376,24,1146,250,219,86,2813,"wilderness_area_1","soil_type_22","0"
3070,0,11,342,63,1639,204,220,153,1136,"wilderness_area_3","soil_type_32","1"
3173,230,19,240,32,2482,188,254,199,983,"wilderness_area_3","soil_type_32","1"
3316,289,9,295,37,3630,194,239,185,1962,"wilderness_area_3","soil_type_32","0"
3240,83,6,553,212,2810,228,230,137,3036,"wilderness_area_3","soil_type_31","0"
3135,17,16,589,22,2017,205,205,133,3314,"wilderness_area_3","soil_type_31","0"
3019,104,14,313,-8,212,243,221,104,1624,"wilderness_area_1","soil_type_23","0"
3036,105,11,192,48,1546,240,226,115,1318,"wilderness_area_3","soil_type_33","0"
2970,351,16,42,11,1475,189,211,158,1348,"wilderness_area_3","soil_type_23","1"
3174,197,16,190,33,2505,214,252,167,990,"wilderness_area_3","soil_type_32","1"
3174,164,12,134,19,2639,231,243,142,1104,"wilderness_area_3","soil_type_32","1"
3319,266,10,323,47,3653,195,245,188,1934,"wilderness_area_3","soil_type_32","0"
3136,141,22,150,34,3866,246,228,100,2982,"wilderness_area_3","soil_type_22","0"
3198,135,9,362,58,792,234,237,134,2447,"wilderness_area_1","soil_type_22","0"
3099,225,2,0,0,648,216,241,162,1812,"wilderness_area_1","soil_type_23","0"
2816,241,12,60,6,1451,197,250,190,750,"wilderness_area_3","soil_type_13","1"
2945,248,25,277,128,1549,159,249,221,497,"wilderness_area_3","soil_type_13","1"
3104,207,10,300,13,2094,214,249,170,780,"wilderness_area_3","soil_type_32","1"
3243,174,24,120,35,4077,226,243,135,3141,"wilderness_area_3","soil_type_22","0"
3216,81,9,745,195,2628,232,225,125,3144,"wilderness_area_3","soil_type_31","0"
3176,34,10,649,49,2290,219,218,134,3259,"wilderness_area_3","soil_type_31","0"
3372,170,14,242,60,1560,230,245,143,3000,"wilderness_area_1","soil_type_38","0"
3371,166,14,240,59,1537,231,244,142,2992,"wilderness_area_1","soil_type_38","0"
3120,51,3,85,8,720,221,232,148,2005,"wilderness_area_1","soil_type_23","0"
2992,111,11,309,60,210,238,229,119,1560,"wilderness_area_1","soil_type_23","0"
3055,113,14,216,48,1521,243,225,108,1245,"wilderness_area_3","soil_type_33","0"
2966,50,35,247,159,1410,212,144,39,1131,"wilderness_area_3","soil_type_33","1"
3127,200,14,201,24,2208,214,251,169,779,"wilderness_area_3","soil_type_32","1"
3192,55,6,721,63,2440,224,227,139,3235,"wilderness_area_3","soil_type_31","0"
3068,192,15,240,13,955,218,251,163,3036,"wilderness_area_3","soil_type_33","0"
3105,54,6,95,1,750,224,226,137,1890,"wilderness_area_1","soil_type_22","0"
2863,226,26,85,53,1426,175,253,205,573,"wilderness_area_3","soil_type_13","1"
3102,232,11,711,286,1637,203,250,184,511,"wilderness_area_3","soil_type_13","1"
3157,216,8,90,16,2489,212,248,172,957,"wilderness_area_3","soil_type_32","1"
3313,257,9,297,-2,3593,198,246,187,1852,"wilderness_area_3","soil_type_32","0"
3045,136,25,212,63,858,249,221,84,2856,"wilderness_area_3","soil_type_33","0"
3231,152,20,301,-13,1064,241,236,115,2679,"wilderness_area_1","soil_type_22","0"
3011,138,17,376,61,324,243,232,112,1507,"wilderness_area_1","soil_type_23","0"
3000,349,21,67,18,1366,178,201,158,1397,"wilderness_area_3","soil_type_23","1"
2947,68,39,216,140,1351,227,135,4,1053,"wilderness_area_3","soil_type_33","1"
2812,38,5,42,2,1351,220,228,144,805,"wilderness_area_3","soil_type_23","1"
3010,262,21,402,199,1559,165,246,216,360,"wilderness_area_3","soil_type_13","1"
3114,216,8,666,89,1694,212,248,173,700,"wilderness_area_3","soil_type_13","1"
3356,237,11,277,34,3792,200,250,186,2058,"wilderness_area_3","soil_type_38","0"
3400,103,20,277,162,3878,249,211,82,3435,"wilderness_area_3","soil_type_39","0"
3120,84,12,85,10,3951,237,219,111,3108,"wilderness_area_3","soil_type_22","0"
3105,87,5,30,3,3834,227,232,140,3097,"wilderness_area_3","soil_type_22","0"
3186,5,15,510,59,2215,200,210,146,3388,"wilderness_area_3","soil_type_31","0"
2954,6,9,0,0,750,209,222,151,2563,"wilderness_area_3","soil_type_23","0"
3090,342,2,362,73,1565,216,236,158,1020,"wilderness_area_3","soil_type_32","1"
3398,103,21,272,160,3906,250,207,75,3462,"wilderness_area_3","soil_type_39","0"
3292,144,22,150,11,1360,244,230,104,2955,"wilderness_area_1","soil_type_22","0"
3075,68,8,938,58,1200,229,223,127,558,"wilderness_area_3","soil_type_32","0"
3037,106,18,108,30,1398,248,215,88,1310,"wilderness_area_3","soil_type_33","0"
3014,325,16,60,26,1318,179,222,181,1442,"wilderness_area_3","soil_type_23","1"
2813,11,4,90,3,1296,216,232,153,725,"wilderness_area_3","soil_type_33","1"
3428,97,26,360,190,3896,251,194,54,3529,"wilderness_area_3","soil_type_39","0"
3253,0,3,551,197,3017,215,234,156,3216,"wilderness_area_3","soil_type_31","1"
3205,14,15,552,76,2376,205,209,138,3388,"wilderness_area_3","soil_type_31","0"
3339,152,14,120,17,1725,236,240,131,3170,"wilderness_area_1","soil_type_38","0"
3269,138,19,150,-3,1337,245,230,104,2888,"wilderness_area_1","soil_type_22","0"
2889,245,27,150,76,1371,156,249,222,361,"wilderness_area_3","soil_type_13","1"
3081,197,11,170,11,1956,217,250,166,600,"wilderness_area_3","soil_type_32","1"
3118,305,10,30,-4,2252,194,235,181,732,"wilderness_area_3","soil_type_23","0"
3309,214,14,170,2,3561,206,252,179,1772,"wilderness_area_3","soil_type_32","0"
3031,112,14,297,51,1230,243,225,108,1165,"wilderness_area_3","soil_type_32","1"
3268,126,14,67,-4,1421,243,229,112,2912,"wilderness_area_1","soil_type_22","0"
3174,141,9,255,2,1073,234,238,134,2421,"wilderness_area_1","soil_type_23","0"
2817,55,4,85,4,1230,222,231,145,552,"wilderness_area_3","soil_type_32","1"
3084,213,13,30,-6,2015,208,252,178,560,"wilderness_area_3","soil_type_23","0"
3110,310,15,30,7,2145,179,229,190,633,"wilderness_area_3","soil_type_23","0"
3165,49,5,30,0,4221,222,228,141,3290,"wilderness_area_3","soil_type_22","0"
3126,345,18,124,21,3787,182,209,164,3242,"wilderness_area_3","soil_type_24","0"
3229,29,10,531,91,2469,217,219,137,3435,"wilderness_area_3","soil_type_31","0"
3224,17,10,488,90,2415,212,219,144,3415,"wilderness_area_3","soil_type_31","0"
3077,119,6,85,8,1387,231,235,137,3242,"wilderness_area_3","soil_type_23","0"
3281,122,9,0,0,1530,236,233,127,3005,"wilderness_area_1","soil_type_38","0"
3170,145,10,234,-1,1100,234,239,135,2405,"wilderness_area_1","soil_type_23","0"
3183,229,4,201,11,2706,213,244,168,1167,"wilderness_area_3","soil_type_32","0"
2991,14,14,30,4,969,206,210,139,2650,"wilderness_area_3","soil_type_22","0"
3118,146,9,180,15,990,233,239,138,1782,"wilderness_area_1","soil_type_22","0"
3047,153,14,870,6,1168,236,240,132,716,"wilderness_area_3","soil_type_23","1"
3048,338,17,170,46,1165,182,214,171,1388,"wilderness_area_3","soil_type_32","1"
3170,278,7,162,25,2513,202,241,179,967,"wilderness_area_3","soil_type_23","0"
3178,306,6,212,29,2589,203,237,173,1047,"wilderness_area_3","soil_type_23","0"
3370,274,8,301,48,3877,200,242,182,1953,"wilderness_area_3","soil_type_38","0"
3221,61,25,67,8,4317,231,181,68,3437,"wilderness_area_3","soil_type_22","0"
3145,352,18,150,39,3805,186,206,157,3302,"wilderness_area_3","soil_type_24","0"
3165,249,4,182,24,2471,211,242,170,927,"wilderness_area_3","soil_type_23","1"
3167,212,8,190,24,2496,214,247,170,953,"wilderness_area_3","soil_type_23","0"
3301,48,12,201,63,4173,224,214,122,3582,"wilderness_area_3","soil_type_33","0"
3212,16,18,0,0,4389,202,201,131,3442,"wilderness_area_3","soil_type_22","0"
3067,56,5,30,0,1358,224,228,140,3159,"wilderness_area_3","soil_type_23","0"
3352,77,9,190,30,1978,232,223,122,3396,"wilderness_area_1","soil_type_38","0"
3065,172,14,443,100,1449,228,246,146,607,"wilderness_area_3","soil_type_13","1"
3058,181,16,42,10,1803,224,248,152,421,"wilderness_area_3","soil_type_13","0"
3386,297,11,400,64,3921,189,237,187,1973,"wilderness_area_3","soil_type_40","0"
3305,51,10,201,20,4200,225,219,127,3610,"wilderness_area_3","soil_type_23","0"
3264,321,18,553,192,3259,172,220,186,3394,"wilderness_area_3","soil_type_40","1"
3245,83,8,0,0,1487,232,226,127,2791,"wilderness_area_1","soil_type_22","0"
3141,191,8,256,11,1130,220,247,161,2114,"wilderness_area_1","soil_type_22","0"
3131,141,3,182,-1,1106,225,238,149,1921,"wilderness_area_1","soil_type_22","0"
3051,323,19,180,37,1101,169,217,187,1471,"wilderness_area_3","soil_type_32","1"
3216,336,26,426,118,3522,152,194,175,3396,"wilderness_area_3","soil_type_24","0"
3284,327,18,616,215,3215,173,217,182,3433,"wilderness_area_3","soil_type_40","1"
3112,96,5,30,0,1814,228,233,139,3105,"wilderness_area_3","soil_type_23","0"
3021,336,11,216,39,1036,194,225,169,2445,"wilderness_area_3","soil_type_22","0"
3101,152,9,150,-1,1018,232,240,139,1655,"wilderness_area_1","soil_type_22","0"
3091,133,12,95,-9,957,239,234,124,1592,"wilderness_area_1","soil_type_22","0"
3034,184,3,0,0,1140,220,241,157,1451,"wilderness_area_3","soil_type_23","1"
2837,235,29,124,21,1199,159,250,217,153,"wilderness_area_3","soil_type_13","1"
3295,5,15,541,71,2871,200,210,146,3408,"wilderness_area_3","soil_type_32","0"
3274,46,15,446,113,2631,224,207,114,3298,"wilderness_area_3","soil_type_32","0"
3250,69,11,366,100,2527,231,219,119,3255,"wilderness_area_3","soil_type_31","0"
3313,149,6,150,-8,1825,227,240,146,3153,"wilderness_area_1","soil_type_38","0"
2934,233,22,395,114,1218,178,253,206,150,"wilderness_area_3","soil_type_13","1"
2968,248,24,484,147,1237,163,249,218,240,"wilderness_area_3","soil_type_13","1"
3292,262,20,60,16,3421,167,246,215,1556,"wilderness_area_3","soil_type_32","0"
3213,142,17,85,24,4394,242,234,115,3518,"wilderness_area_3","soil_type_22","0"
3230,97,13,90,-14,1500,241,220,106,2672,"wilderness_area_1","soil_type_22","0"
3129,113,5,270,-3,1134,230,234,138,1842,"wilderness_area_1","soil_type_22","0"
2888,49,17,295,71,972,225,201,104,631,"wilderness_area_3","soil_type_33","1"
3194,345,30,67,39,4089,148,179,160,3499,"wilderness_area_3","soil_type_24","0"
3099,23,7,150,12,1549,216,225,145,3002,"wilderness_area_3","soil_type_31","0"
3505,83,30,350,108,2497,245,173,34,3743,"wilderness_area_1","soil_type_40","0"
3323,112,14,212,1,1973,243,225,108,3273,"wilderness_area_1","soil_type_38","0"
3305,149,11,210,-16,1889,234,240,135,3160,"wilderness_area_1","soil_type_38","0"
3137,39,3,134,12,1253,220,232,149,2073,"wilderness_area_1","soil_type_23","0"
3050,152,9,190,-50,792,232,240,139,1425,"wilderness_area_1","soil_type_23","0"
2825,238,20,120,9,1140,180,253,206,134,"wilderness_area_3","soil_type_13","0"
3218,360,26,212,72,3929,173,183,140,3515,"wilderness_area_3","soil_type_24","0"
3138,137,12,42,9,2233,238,235,125,3056,"wilderness_area_3","soil_type_23","0"
3066,34,12,201,49,1348,218,214,130,2949,"wilderness_area_3","soil_type_31","0"
3234,103,16,150,-14,1566,245,218,97,2675,"wilderness_area_1","soil_type_22","0"
3018,45,14,537,208,904,223,209,117,934,"wilderness_area_3","soil_type_33","1"
3394,301,11,404,72,3751,189,235,186,1784,"wilderness_area_3","soil_type_38","0"
3435,147,24,90,28,4129,244,230,101,4056,"wilderness_area_3","soil_type_33","0"
3286,3,5,0,0,4427,214,231,155,3728,"wilderness_area_3","soil_type_23","0"
3189,333,16,30,0,4335,183,218,174,3590,"wilderness_area_3","soil_type_22","0"
3334,17,13,484,110,3059,209,213,139,3371,"wilderness_area_3","soil_type_32","0"
3117,21,6,124,4,1832,216,227,148,2947,"wilderness_area_3","soil_type_23","0"
3319,87,15,212,-15,2015,241,215,100,3254,"wilderness_area_1","soil_type_38","0"
3119,166,8,175,8,1167,227,243,149,1914,"wilderness_area_1","soil_type_23","0"
3110,60,27,300,69,1209,229,173,59,1273,"wilderness_area_3","soil_type_32","0"
2877,80,17,256,64,902,240,207,91,553,"wilderness_area_3","soil_type_33","1"
3240,123,15,182,0,2989,244,228,110,1243,"wilderness_area_3","soil_type_32","0"
3462,196,12,741,140,4060,217,250,166,2943,"wilderness_area_3","soil_type_40","0"
3286,107,6,85,2,4509,230,233,137,3721,"wilderness_area_3","soil_type_23","0"
3131,355,11,60,5,2114,201,220,156,2960,"wilderness_area_3","soil_type_23","0"
3072,26,11,228,55,1370,215,215,136,2881,"wilderness_area_3","soil_type_31","0"
3067,92,8,134,-10,847,233,228,128,1487,"wilderness_area_1","soil_type_23","0"
2864,72,9,120,49,926,231,222,123,418,"wilderness_area_3","soil_type_32","1"
2824,14,2,85,7,1050,217,235,155,212,"wilderness_area_3","soil_type_23","0"
2839,238,21,212,19,1052,177,252,208,150,"wilderness_area_3","soil_type_13","1"
3002,186,10,67,1,1443,222,247,158,350,"wilderness_area_3","soil_type_13","0"
3255,247,12,255,57,2808,196,249,191,1159,"wilderness_area_3","soil_type_32","0"
3293,24,5,85,7,4508,217,230,149,3767,"wilderness_area_3","soil_type_23","0"
3143,96,5,42,0,2356,228,233,139,2992,"wilderness_area_3","soil_type_23","0"
3012,159,4,247,34,495,224,240,151,1087,"wilderness_area_1","soil_type_23","0"
3106,205,13,240,47,1856,212,252,172,309,"wilderness_area_3","soil_type_32","1"
3171,282,15,108,17,2503,176,240,202,1120,"wilderness_area_3","soil_type_23","0"
3336,108,18,30,3,4373,247,217,92,3928,"wilderness_area_3","soil_type_23","0"
3332,299,12,541,87,3341,187,236,189,3436,"wilderness_area_3","soil_type_40","0"
3150,92,12,67,5,2423,239,221,110,2980,"wilderness_area_3","soil_type_33","0"
3081,20,14,277,64,1409,209,210,135,2843,"wilderness_area_3","soil_type_31","0"
2986,165,13,212,36,1173,231,244,141,607,"wilderness_area_3","soil_type_13","0"
3233,309,9,247,57,2678,194,234,180,1084,"wilderness_area_3","soil_type_32","0"
3381,282,13,404,83,3587,182,240,198,1614,"wilderness_area_3","soil_type_38","0"
3452,176,12,582,127,4124,226,246,150,3048,"wilderness_area_3","soil_type_40","0"
3296,106,7,108,27,4562,232,232,132,3825,"wilderness_area_3","soil_type_23","0"
3281,112,19,90,12,4589,249,216,86,3808,"wilderness_area_3","soil_type_23","0"
3289,4,19,404,143,3872,191,199,142,3660,"wilderness_area_3","soil_type_40","0"
3338,311,10,499,93,3327,193,233,180,3395,"wilderness_area_3","soil_type_32","0"
3008,178,8,201,26,459,224,245,155,1050,"wilderness_area_1","soil_type_23","0"
3041,270,8,0,0,924,200,243,182,1579,"wilderness_area_3","soil_type_23","0"
3035,281,20,85,22,1510,162,238,213,150,"wilderness_area_3","soil_type_32","0"
3120,215,4,30,-1,2228,216,243,164,785,"wilderness_area_3","soil_type_23","1"
3395,274,11,467,91,3625,190,243,192,1640,"wilderness_area_3","soil_type_38","0"
3158,344,16,67,15,2330,186,213,165,2881,"wilderness_area_3","soil_type_24","0"
3146,14,10,242,24,1976,210,218,144,2803,"wilderness_area_3","soil_type_24","0"
3091,13,13,330,74,1438,207,214,142,2776,"wilderness_area_3","soil_type_31","0"
3246,94,10,0,0,1800,236,226,120,2751,"wilderness_area_1","soil_type_22","0"
3078,47,18,569,19,720,223,197,102,1084,"wilderness_area_3","soil_type_32","1"
3025,261,22,95,24,1468,160,245,220,162,"wilderness_area_3","soil_type_32","0"
3109,219,9,85,4,2067,210,249,175,573,"wilderness_area_3","soil_type_23","1"
3252,203,5,335,65,2779,217,245,164,1055,"wilderness_area_3","soil_type_32","0"
3285,238,20,285,56,3324,180,253,206,1380,"wilderness_area_3","soil_type_32","0"
3419,148,17,323,60,4151,240,237,120,3311,"wilderness_area_3","soil_type_33","0"
3247,107,15,30,-8,4670,244,221,103,3849,"wilderness_area_3","soil_type_22","0"
3245,132,21,190,63,2754,248,224,94,3010,"wilderness_area_3","soil_type_33","0"
3093,13,12,365,76,1414,208,216,143,2624,"wilderness_area_3","soil_type_31","0"
3099,313,11,552,88,1351,191,232,180,2266,"wilderness_area_3","soil_type_32","0"
3247,67,10,30,-3,1824,231,219,120,2742,"wilderness_area_1","soil_type_22","0"
3042,172,7,85,14,573,225,244,152,1209,"wilderness_area_1","soil_type_23","0"
2945,259,4,30,-1,360,211,241,169,1015,"wilderness_area_2","soil_type_23","0"
2869,67,11,190,45,778,231,218,119,516,"wilderness_area_3","soil_type_33","1"
3092,187,8,90,10,1920,221,246,159,421,"wilderness_area_3","soil_type_23","1"
3394,188,13,175,13,4173,220,249,160,3445,"wilderness_area_3","soil_type_33","0"
3409,230,12,30,1,4171,201,251,185,3676,"wilderness_area_3","soil_type_35","0"
3377,170,7,67,7,4365,225,243,152,4186,"wilderness_area_3","soil_type_23","0"
3323,9,17,350,138,4101,199,205,140,3760,"wilderness_area_3","soil_type_40","0"
3330,343,16,525,21,3636,186,214,166,3500,"wilderness_area_3","soil_type_40","0"
3158,17,10,285,33,2038,212,219,144,2746,"wilderness_area_3","soil_type_24","0"
3111,162,1,351,52,671,219,238,156,1302,"wilderness_area_3","soil_type_32","1"
3293,68,11,30,8,4656,232,218,117,3948,"wilderness_area_3","soil_type_23","0"
3336,354,23,309,149,4251,174,192,151,3803,"wilderness_area_3","soil_type_40","0"
3343,346,16,470,34,3596,186,212,163,3439,"wilderness_area_3","soil_type_40","0"
3184,23,14,268,50,2216,211,209,131,2748,"wilderness_area_3","soil_type_24","0"
3106,12,10,420,89,1499,210,220,146,2708,"wilderness_area_3","soil_type_31","0"
2953,191,13,124,21,1050,219,250,162,661,"wilderness_area_3","soil_type_13","0"
3164,300,15,162,40,2291,176,232,196,977,"wilderness_area_3","soil_type_32","0"
3239,225,8,408,68,2629,209,248,176,942,"wilderness_area_3","soil_type_32","0"
3383,190,12,767,134,4357,220,249,161,2435,"wilderness_area_3","soil_type_38","0"
3414,197,15,458,102,4272,215,252,167,2998,"wilderness_area_3","soil_type_33","0"
3235,137,20,120,11,2850,246,228,101,2952,"wilderness_area_3","soil_type_33","0"
3093,85,11,108,21,703,236,222,116,1441,"wilderness_area_1","soil_type_22","0"
3059,274,10,30,3,750,193,243,189,1637,"wilderness_area_3","soil_type_23","0"
2968,273,9,60,14,1188,197,243,185,424,"wilderness_area_3","soil_type_23","0"
3080,183,8,0,0,1898,222,246,157,454,"wilderness_area_3","soil_type_23","1"
3152,17,10,510,40,1824,212,219,144,2643,"wilderness_area_3","soil_type_31","0"
3151,353,10,510,41,1789,203,223,158,2646,"wilderness_area_3","soil_type_31","0"
3196,62,16,162,-17,1598,232,207,103,2420,"wilderness_area_1","soil_type_22","0"
2865,44,22,192,42,708,219,186,91,553,"wilderness_area_3","soil_type_33","1"
3355,55,11,60,-4,4565,227,216,121,4184,"wilderness_area_3","soil_type_23","0"
3374,33,12,323,91,3479,218,214,131,3258,"wilderness_area_3","soil_type_32","0"
3120,344,11,661,103,1490,198,223,164,2253,"wilderness_area_3","soil_type_32","0"
3147,96,13,242,-38,1423,241,220,107,2239,"wilderness_area_1","soil_type_22","0"
3015,3,5,124,-10,810,213,230,155,1624,"wilderness_area_2","soil_type_23","0"
3049,32,9,636,236,540,218,220,137,953,"wilderness_area_3","soil_type_33","1"
2946,59,20,362,122,591,231,193,86,703,"wilderness_area_3","soil_type_33","1"
2969,209,6,124,15,1168,216,246,166,408,"wilderness_area_3","soil_type_23","1"
2974,232,5,150,9,1260,211,245,171,295,"wilderness_area_3","soil_type_23","1"
2975,234,8,150,-10,1284,206,248,178,268,"wilderness_area_3","soil_type_23","1"
3022,219,20,30,-6,1456,193,254,191,124,"wilderness_area_3","soil_type_23","1"
3073,336,9,30,8,1794,199,227,167,379,"wilderness_area_3","soil_type_23","1"
3130,13,13,540,113,1604,207,214,142,2672,"wilderness_area_3","soil_type_31","0"
3197,72,19,228,-22,1537,238,199,84,2374,"wilderness_area_1","soil_type_22","0"
3114,323,2,30,0,953,213,236,161,1749,"wilderness_area_1","soil_type_23","0"
3060,100,11,90,11,525,238,226,118,1240,"wilderness_area_1","soil_type_23","0"
3019,357,9,30,0,842,207,225,156,1449,"wilderness_area_2","soil_type_22","0"
2896,213,25,192,5,882,189,254,189,658,"wilderness_area_3","soil_type_13","1"
3364,191,14,510,102,4442,219,250,162,2676,"wilderness_area_3","soil_type_33","0"
3355,190,11,127,10,4355,220,249,161,3340,"wilderness_area_3","soil_type_33","0"
3361,204,11,42,2,4351,214,250,170,3456,"wilderness_area_3","soil_type_33","0"
3204,70,6,0,0,2862,227,228,135,2818,"wilderness_area_3","soil_type_39","0"
3228,1,12,297,73,2405,202,216,151,2627,"wilderness_area_3","soil_type_24","0"
